cid,text,amp_prob,reason
7038892088943641345,Oy oy pops pumapagibig ka na ba? Haha chariz lagot ka kay atty liza hallah sa cr ka matutulog,0.1,Substantial text - appears genuine
7038895715691201281,wow happy injoy bbm bbm sara sigurado kau panalo na wlang iba 😅,0.1,Substantial text - appears genuine
7038895714323514114,💜💜💜,0.3,Only emojis (3) no text
7038895897916506881,chill na chill ang BBM SARA natin while the others are crazy for searching their black propaganda 😅😂😂❤️✌️💚👊,0.2,Neutral - no clear amplification indicators
7038895684850287362,Symbol of love and hope…,0.15,Moderate text length - likely genuine
7038884587891655426,ay grave hehehhe,0.2,Neutral - no clear amplification indicators
7038891339487937282,hahaha kinikilig ako sa kanilang dalawa 😍😍😂,0.2,Neutral - no clear amplification indicators
7038884875013325570,sana manalo po kayong dalawa. para naman sa wakas may pagkakaisa na ang pres at bise. ang pilipinas.,0.1,Substantial text - appears genuine
7038895472282993409,Christmas 🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 1 words)"
7038895937783612161,🥰🥰🥰,0.3,Only emojis (3) no text
7038895943412597505,🥰🥰🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (6 emojis, 0 words)"
7038895394000405250,ship 🥰,0.2,Neutral - no clear amplification indicators
7038895990459499265,ang kyut🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038885397845377793,kulit😂😂😂😂😂🥰🥰🥰,1.0,High emoji count (8) minimal text
7038895334437438210,O GAGAYAHIN NANAMAN YAN NI MATSING AT LUGAW,1.0,"Political attack term: ""lugaw"""
7038896020403045121,😳,0.3,Only emojis (1) no text
7038895312051979010,"pakulo sa kabila. idi pinkachu, pink nakbet😂😂😂ewan",0.2,Neutral - no clear amplification indicators
7038895269416747778,Ang cute naman ng future President at V-President ko...naka smile lang ako 😁😁😊😊,0.2,Neutral - no clear amplification indicators
7038886006783148801,kilig 🥰may nanalo nah ayiiii🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038895150206272258,sorry pero kinikilig ako😂🥰,0.2,Neutral - no clear amplification indicators
7038901554464310017,Naks naman bigyan ng jacket yan! 🥰 Sara All may BBM jacket. 🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038884382752539394,Di mukhang senior si BBM naka align siya sa age ni sarah,0.1,Substantial text - appears genuine
7038886598314017538,ang cute ❤️💚,0.2,Neutral - no clear amplification indicators
7038894988781175553,TROPA LANSLIDE NA MAY NANALO NA BBM FOR PRESIDENT VICE PRESIDENT SARA DU30 CARPIO SINADOR PRRD ALL TROPA SINADOR VOTE STRAIGHT WIN GOD BLESS PILIPINAS,0.1,Substantial text - appears genuine
7038894983906607873,ang cute🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 2 words)"
7038896120420565761,cute😂😂😂✌️❤️✌️,0.67,"High emoji-to-text ratio (6 emojis, 1 words)"
7038894980203004674,Panal🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038896156096971521,🤩😍😘😘😘😘✌🏿✌🏾,1.0,High emoji count (9) minimal text
7038884370861572866,cute nila haha! our president and vice president in 2022! 🥰,0.1,Substantial text - appears genuine
7038886788681401089,ang cute🥰,0.2,Neutral - no clear amplification indicators
7038894890176021249,🥰,0.3,Only emojis (1) no text
7038894870253077249,ang cute🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 2 words)"
7038886936916509442,tropa tropa feels ahhh HUHU ANAK NG DALAWANG PINAKA MAGALING NA PRESIDENTE,0.1,Substantial text - appears genuine
7038894849063469825,Good luck to both of them🥺🥺🥺🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038894806000780033,Ang ganda ni VP Sarah and very handsome ang ating President BBM,0.1,Substantial text - appears genuine
7038887092336231170,prang mga.bida s isang.koreanobela ah.... bbm sara solid🥰🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038887120181986049,✌🏻✌🏻👊🏻👊🏻❤️❤️💚💚🇵🇭🇵🇭💯💯,1.0,Excessive emojis (18) - algorithmic trigger
7038884128821117697,Ang kulet😂,0.2,Neutral - no clear amplification indicators
7038894717639852802,"pag tong dalawa nanalo,parang positive vibes lagi ang pilipinas..feel ko lang..basta mawala lang yang dilawan",0.1,Substantial text - appears genuine
7038894673997628161,solid BBM-SARA✌👊,0.2,Neutral - no clear amplification indicators
7038887397878776577,cuteeee naman❤️💚,0.2,Neutral - no clear amplification indicators
7038894527289475841,Nakkatuwa po talaga kapag totoong tao at totoong magkaibigan ang magka team mararamdaman u talaga ang kilos nila na lahat ay totoo✌️❤️🙄👊💚💚,0.2,Neutral - no clear amplification indicators
7038896295423050497,forever bbmsara,0.2,Neutral - no clear amplification indicators
7038896284484879106,ay cute,0.2,Neutral - no clear amplification indicators
7038894484242924289,ang pagi ni bbm gagoo,0.15,Moderate text length - likely genuine
7038896313639109378,ngaun ko lang napansin pang pasko pala ang theme nila 😂,0.1,Substantial text - appears genuine
7038894451418301186,ang cute nila tignan.future President at Future Vice President,0.1,Substantial text - appears genuine
7038894410385670913,hoyy ung kantaaa lagot kau kay titaa lizaaa HSHSHSKSJSHAHAHAHA,0.1,Substantial text - appears genuine
7038894396997174018,you can see the brightness of our future pag silang dalawa ang namuno sa bansa 😌 kasi both sila May magagawa . May mao offer sa bansa .. wise mind...,0.1,Substantial text - appears genuine
7038887744432636674,Cute,0.2,Neutral - no clear amplification indicators
7038894317436125954,HAHAHAHA,0.2,Neutral - no clear amplification indicators
7038896424230519553,ako lang ba nagagandahan kay sarah,0.15,Moderate text length - likely genuine
7038894180365861633,nakakilig 🥰solid BBM Sarah tau....gad0n roque.marcoleta sa senad0,0.1,Substantial text - appears genuine
7038894067493339906,ang cute ni pass😅😅,0.2,Neutral - no clear amplification indicators
7038894034211521282,Enebe. Ang cuteee 🥺😭,0.2,Neutral - no clear amplification indicators
7038887995445265154,sarap tingnan..Magkasundo ang President at VP..Uunlad ang Pilipinas.,0.1,Substantial text - appears genuine
7038888113364124418,Next na Pasko yr 2022 ramdam natin ang saya n'a ng bansa natin ❤️❤️❤️BBM SARA the best tandem ✌️✌️✌️✌️✌️🤛🤛🤛🤛,0.2,Neutral - no clear amplification indicators
7038893917664150274,Bagay,0.2,Neutral - no clear amplification indicators
7038893909036368641,Lablablab 🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 1 words)"
7038893788265513730,ung jacket sana gusto ko nyan ganda 😂😂 ilovesolidBBMDU30,0.15,Moderate text length - likely genuine
7038888239923053313,sarap sa pakiramdam na ito Yung dalawang Leader na sinusuportahan mo ❤️❤️💚💚,0.2,Neutral - no clear amplification indicators
7038893751834559234,", kinikilig ako sa kanila😁",0.2,Neutral - no clear amplification indicators
7038883949376406274,hungcute nagmukang mga bagets🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038888316225602306,kami happy happy lng😂habqng ung kabila nangagalaiti sa galit at nghahanap ng butas paano makapanira at mkapandaya😂😂,0.1,Substantial text - appears genuine
7038888591623406338,🥰🥰🥰,0.3,Only emojis (3) no text
7038893686536864513,🙏🙏🙏🙏🙏🙏🙏🙏 Lord ipanalo na silang dalawa we claim,0.2,Neutral - no clear amplification indicators
7038888632438145793,❤️💚,0.2,Neutral - no clear amplification indicators
7038893599165121281,Ang cool ng dalawang to,0.15,Moderate text length - likely genuine
7038896690128585473,BBM SARA! ✌🏼❤️👊🏼,0.67,"High emoji-to-text ratio (5 emojis, 3 words)"
7038893573743428353,Inaankin na po namin☝🙏 Sila👊✌ lang po wala ng iba. Amen,0.2,Neutral - no clear amplification indicators
7038893552222929665,Sana Sir BBM at Mam Sara sa pamamagitan nyong 2 mgkaroon n ng saya at katahimikan at pag unlad ang Pilipinas! wala ng mahirap 🙏🏻 God bless you both,0.1,Substantial text - appears genuine
7038893526775972610,Ano mrron sa tandem na to.. ang cute tingnan and me ibng feel pag magkasama sila!,0.1,Substantial text - appears genuine
7038888837820711682,gagi bat ako kinikilig 😅,0.2,Neutral - no clear amplification indicators
7038896839072498433,sana lahat ng botante matalino sa pag pili ng bagong leader 😊,0.1,Substantial text - appears genuine
7038893433922568962,gnda ng jacket,0.2,Neutral - no clear amplification indicators
7038893425404134146,"cute ni bbm 🥰 yes, i also notice na my chemistry sila🥰 pero si atty. parin ang nagwagi kay bbm🥰",0.1,Substantial text - appears genuine
7038888889519899394,solid bbm sara,0.2,Neutral - no clear amplification indicators
7038893392491397890,Gagi sir ahhahaha parang ano ah. Hahha🥺🤣,0.15,Moderate text length - likely genuine
7038896960443138817,MY FUTURE PRESIDENT AND VICE PRESIDENT 🥰🥰 ✌️👊♥️♥️💚💚,0.2,Neutral - no clear amplification indicators
7038893379362521858,baka magselos nyarn si ma'am liza hehe joj,0.1,Substantial text - appears genuine
7038893319913095938,"@gladskie:wow nice tandem
bekeNemen mkhingi jacket Ng bbm for my hubby solid bbm at kay vice president Sara I love green solid kmi bbm Duterte tanden",0.1,Substantial text - appears genuine
7038888955315815170,🥰🥰,0.3,Only emojis (2) no text
7038889045204091649,hoyyy ang cute nila😭❤💚,0.2,Neutral - no clear amplification indicators
7038893124730569473,ung kabilang kubol stress sila sa pahahanap ng paninira tpos yang dlawa pa chill chill lang😂😂,0.1,Substantial text - appears genuine
7038893012860470018,ganda Ng tandem 🥰,0.2,Neutral - no clear amplification indicators
7038889138975998722,ay 😍😍😍,0.2,Neutral - no clear amplification indicators
7038892994669708034,bbm x Leni😂,0.2,Neutral - no clear amplification indicators
7038883935564251906,gusto ko isave...,0.2,Neutral - no clear amplification indicators
7038892942585086722,lagot Kay atty.lizq,0.2,Neutral - no clear amplification indicators
7038892929935115009,My bet this 2022 election. Go UniTEAM,0.15,Moderate text length - likely genuine
7038897334692578049,bbm,0.9,Single political name + emojis only
7038889237730558722,parang love team lang ng mga teleserye or pilikula 🥰🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038892824577901313,nice tandem..kinilig ako...😂😂😂i dunno why...buset!🥰whoaahhh!!!,0.2,Neutral - no clear amplification indicators
7038897456481911553,Ang cute2 tlaga nila,0.2,Neutral - no clear amplification indicators
7038889432120312577,happy talaga ako sa kanilang dalawa..promise!!!!,0.15,Moderate text length - likely genuine
7038891235272606466,❤️❤️❤️💚💚💚,0.67,"High emoji-to-text ratio (6 emojis, 1 words)"
7038901444397417217,Ang Cute ni BBM at INDAY SARA.❤️❤️❤️,0.2,Neutral - no clear amplification indicators
7038901356384174849,"pls yung save button, a myday ko lang sa oras na ideclare na panalo sila sa election",0.1,Substantial text - appears genuine
7038891358190945026,sino bang hindi sasaya pag ganito din kasaya ang leader natin❤❤❤💚💚💚,0.2,Neutral - no clear amplification indicators
7038897529270305537,chill chill lng cila..yung mga kalaban hindi mgkandaugaga sa kakaisip sa paninira sknila😂😂😂😂😂😂😂 habang sinisiraan dumadami lalo supporter..,0.2,Neutral - no clear amplification indicators
7038891156709327617,ang susunod si sandro at simon,0.15,Moderate text length - likely genuine
7038901280282116865,wla bang kamehame wave..?hahaha...,0.15,Moderate text length - likely genuine
7038891097602786049,✌🏼❤️🇵🇭👊🏻💚🇵🇭 2022,1.0,Excessive emojis (10) - algorithmic trigger
7038897707641389825,shipp HAHAHAHA,0.2,Neutral - no clear amplification indicators
7038891478479438593,❤️💛✌🏼👊🏼🐅🦅,1.0,High emoji count (7) minimal text
7038897746409177858,bat ako kinikilig sa kanilang dalawa? kahit na alam Kong may kanya2 na Silang pamilya... hahaha,0.1,Substantial text - appears genuine
7038891069836641025,WOW! 😍😍😍 THE BEST TANDEM EVER! LEZGOOWWW PHILIPPINES! 💪☝️🔥❤️💚🇵🇭🇵🇭🇵🇭,1.0,Excessive emojis (14) - algorithmic trigger
7038891508640318210,saglit bat may kilig sorry atty. liza😂,0.15,Moderate text length - likely genuine
7038891542223848194,"ay inggit naman ako ke mama Sara😍😍😍😍
pede ako naman😁😁😁",0.2,Neutral - no clear amplification indicators
7038891547488174849,kinilig aq 😂😂😂😂,0.67,"High emoji-to-text ratio (4 emojis, 2 words)"
7038891002911965954,yan ang aming pam bato!!!!!! ndi naninira ng kapwa candidato🥰🥰🥰BBM SARAH LEZZZGGIOOWWWWW,0.1,Substantial text - appears genuine
7038891668196279042,"Ngaun lng botohan ako kinikilig 🥰🥰🥰🥰
BBM-SARA2022 🥰🥰🥰
GWAPO NG PRESIDENTE KO🥰🥰🥰",1.0,Excessive emojis (10) - algorithmic trigger
7038883116589056769,The best president and vice president tandem that I've ever had laban angkol ug ante,0.7,"Overuse of superlatives: ""best president"""
7038891802187531010,magtagumpay po kau 2 sir,0.15,Moderate text length - likely genuine
7038890775060923137,I can't save,0.2,Neutral - no clear amplification indicators
7038892649889252098,@anntarucan sana all,0.2,Neutral - no clear amplification indicators
7038900391446463234,solid bbm sarah sa 2022🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038898066078139137,This kind of leaders.. yung magka vibes para magkaroon ng maayos na pamamahala sa bansa.,0.1,Substantial text - appears genuine
7038891865743311618,Solid BBM SARA,0.2,Neutral - no clear amplification indicators
7038898168792449794,"Ang cute humble lng tlga cla,, Sara all bbmfor2022president",0.1,Substantial text - appears genuine
7038898269820928769,"its kinda disturbing how ppl ship them,
pls remember sir BBM is married, (idk kay mayor Sarah)",0.1,Substantial text - appears genuine
7038889558985278210,Cute🥰✌️❤️👊💚😍,0.67,"High emoji-to-text ratio (6 emojis, 1 words)"
7038889551800713985,sobrang blooming sila✌️👊,0.2,Neutral - no clear amplification indicators
7038883772133769985,cute 🥰🥰,0.2,Neutral - no clear amplification indicators
7038892558616937217,super ganda ng takbo ng pilipinas dahil sa perfect tandem nila,0.1,Substantial text - appears genuine
7038889673540518657,Pustatahan tyo mgkasundo to sa lahat ng bagay✌️👊🏻🇯🇵🇵🇭❤️💚,0.2,Neutral - no clear amplification indicators
7038892475402633986,solid BBM Sara ❤️❤️,0.2,Neutral - no clear amplification indicators
7038892449552630530,🥰,0.3,Only emojis (1) no text
7038889911222829825,"🔰Ferdinand ""Bong Bong"" Marcos Jr. for President in 2022 ✌️✌️✌️and 🔰 Mayor Inday Sara Duterte for Vice President in 2022 👊 👊 👊",0.2,Neutral - no clear amplification indicators
7038889950477435650,wow saya solid bbm sarah,0.15,Moderate text length - likely genuine
7038898692992008961,knilig tuloy aq sa tandem ng taon❤❤❤solidbbm✌✌✌,0.2,Neutral - no clear amplification indicators
7038892370611897090,ang vute nila tignan hihihi c BBM parang teenager lang ang pogi hihi kinikilig ako..#BBM-SARAH..✌🏽✌🏽👊👊💚💚🇵🇭🇵🇭,1.0,Excessive emojis (12) - algorithmic trigger
7038898772311048962,"#BringBackMarcos
#BringBackMarcos
#BringBackMarcos
#RunSara2022
#RunSara2022
#RunSara2022",0.15,Moderate text length - likely genuine
7038890183965704962,Bakit kinilig ako😳may s-something chemistry😳🥰,0.2,Neutral - no clear amplification indicators
7038883710896784130,"cuuute.
na astigan ako😊",0.2,Neutral - no clear amplification indicators
7038898896076735234,ahhahahahahq yan ang mga leaders cool lng chill lng para sa pag babago nakakagaan ng loob makita mga ngiti nila solid sarah bbm,0.1,Substantial text - appears genuine
7038883185405182721,Ang cute naman...,0.2,Neutral - no clear amplification indicators
7038890672262611713,"Unity & healing starts with us.
Prepare yourself for greatness, our country will be the best...
#BBMSARA2022
#BringBackMarcos
#OURFUTURE&ONLYHOPE",0.1,Substantial text - appears genuine
7038891975110263554,cute nila😁😁😁,0.2,Neutral - no clear amplification indicators
7038892321743766274,NGAYON LNG ULIT MANGYAYARI NA MAY FIRST LADY TAU SA PILIPINAS,0.1,Substantial text - appears genuine
7038890431522358018,💚❤️💚❤️💚💚💚💚❤️❤️❤️❤️Parang love team lang solid BBM- SARA,1.0,Excessive emojis (12) - algorithmic trigger
7038900018539348737,Genuine na genuine ang dating ✌❤💚👊,0.2,Neutral - no clear amplification indicators
7038892050628576002,😻😻,0.3,Only emojis (2) no text
7038883407220540162,Green + Red = GREED,0.2,Neutral - no clear amplification indicators
7038899034848969474,solid bbm & sarah here in iloilo city 💖💖💖,0.2,Neutral - no clear amplification indicators
7038899889467687681,ang haba ng hair ni mayora,0.15,Moderate text length - likely genuine
7038890413536772865,uwian n my manalo n BBM sara,0.15,Moderate text length - likely genuine
7038899656617313026,i want those jacket,0.2,Neutral - no clear amplification indicators
7038883467353916162,Christmas na christmas a!,0.2,Neutral - no clear amplification indicators
7038899085461766913,pink achu Lang sakanal 😅,0.2,Neutral - no clear amplification indicators
7038890183865680642,"Bong bong inday sara.. Katuparan ng ating mga pangarap,, go go go....",0.1,Substantial text - appears genuine
7038899327624348417,yieeeeeeee😚,0.2,Neutral - no clear amplification indicators
7038895761878532865,"Whaaaaaa😂😂😂
Iyak mga Dilawang Pink na langaw",0.2,Neutral - no clear amplification indicators
7038890368066470657,🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 0 words)"
7038892300331795202,bagets🥰,0.2,Neutral - no clear amplification indicators
7038892229188158209,THE BEST PRESIDENT AND FIRST LADY,0.7,"Overuse of superlatives: ""best president"""
7038890345563931394,cute nila tingnan bbmara iloveu,0.15,Moderate text length - likely genuine
7038899232031933185,may chemistry shemay😳,0.2,Neutral - no clear amplification indicators
7038890348378440449,panalo na..... bbm sara d. 2022.,0.15,Moderate text length - likely genuine
7038892143226127106,Ang cute ang cool tingnan,0.15,Moderate text length - likely genuine
7038892140642321154,"I can't stop smiling while watching this ,Ang cute Lang kase 🥰",0.1,Substantial text - appears genuine
7038900657612964610,Ang cute nila👊👊👊,0.2,Neutral - no clear amplification indicators
7038901572205576962,bagay jud na sila mag uban oi,0.15,Moderate text length - likely genuine
7038901192415773441,🥰🥰🥰😘😘😘,0.67,"High emoji-to-text ratio (6 emojis, 0 words)"
7038900759932879618,@zariyeaaah woi Ang kyut nila oh,0.15,Moderate text length - likely genuine
7038900665174819586,perfect tandem🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038900689569301250,sure win BBM SaRa 2022🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038899484696347394,Ang cute ni BBM🥺🥺🥺🥺,0.2,Neutral - no clear amplification indicators
7038899533971489538,BBM SARAH SOLID,0.2,Neutral - no clear amplification indicators
7038899542854943489,cute 🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038899592699822850,halatang nagpaplastikan😅😅😅kapag nanalo 2 na yan di magtatagal BBM palayasin ni SARA.ERAP-GMA II 😅😅😅,0.2,Neutral - no clear amplification indicators
7038899590430884610,parang ginagawa nyo Silang love team hahaha,0.15,Moderate text length - likely genuine
7038899606272705282,Wla na mamatay na jud ang mga pinklawan😂,1.0,"Political attack term: ""pinklawan"""
7038899625696723713,🥰🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (5 emojis, 0 words)"
7038899662073660162,atty. Lisa left na group,0.15,Moderate text length - likely genuine
7038899046282953474,my President and Vice President🥰,0.15,Moderate text length - likely genuine
7038899027413058305,🥰🥰🥰🥰❤❤❤❤,1.0,High emoji count (8) minimal text
7038899716541219586,ano ba meaning ng BTS?,0.15,Moderate text length - likely genuine
7038899796710785794,tandem lang po yan ha di po yan love team😅pero my chemistry🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038899823907128065,Yes to Pink. Yes to Green. No to Red!,0.1,Substantial text - appears genuine
7038899027987464962,kacute uyyyy,0.2,Neutral - no clear amplification indicators
7038899916709921537,sila bayung mga voice actors nung resident evil village?,0.1,Substantial text - appears genuine
7038899917238420226,🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 0 words)"
7038899938922595073,solid bbm sarah...🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 3 words)"
7038899020655985409,cute nyo dyan😂,0.2,Neutral - no clear amplification indicators
7038899986180031233,bbm sarah na,0.2,Neutral - no clear amplification indicators
7038899988302676737,LAGOT KA KAY MOMMY LIZA,0.15,Moderate text length - likely genuine
7038900014273463041,sana manalo kayu para magdadan ang yaman nyo,0.15,Moderate text length - likely genuine
7038900015775204098,ANG CUTEE NILAAA 🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038900025971442434,hahaha ang lakas ng chemistry,0.15,Moderate text length - likely genuine
7038898992389931777,shipppp charot😂,0.2,Neutral - no clear amplification indicators
7038898978976547586,may liza na si bbm hahaha pero may chemistry sila,0.1,Substantial text - appears genuine
7038900041251472129,puro Puso naba nakikita nyo? kaya kahit sino sino nalang Ang ginagawa nyong love team😂😂 Wala pa FEB,0.1,Substantial text - appears genuine
7038900060914090753,sᴀᴠᴇ?,0.2,Neutral - no clear amplification indicators
7038900058842661634,ang cute😍😍😍,0.2,Neutral - no clear amplification indicators
7038900093977871106,Ito yung tandem na cool lng and hindi cringy @mrs.minara,0.1,Substantial text - appears genuine
7038898957224837889,"❤️❤️❤️💚💚💚
ang ganda nilang tignan",0.2,Neutral - no clear amplification indicators
7038898911150981890,ka gwApa ni ma'am sara,0.15,Moderate text length - likely genuine
7038900094515200769,❤❤❤💚💚💚,0.67,"High emoji-to-text ratio (6 emojis, 0 words)"
7038900107039310594,#KameHameWave 😅😅😅,0.2,Neutral - no clear amplification indicators
7038900109396476674,BBM Sara SOLID Ako,0.2,Neutral - no clear amplification indicators
7038900122822214401,ang cute cute nila ❤️💚,0.15,Moderate text length - likely genuine
7038900129210434306,sana all gwapo gwapa kaayu mdam sara and BBM god bless🥰🥰🥰,0.1,Substantial text - appears genuine
7038900143793685250,🥰🥰🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (6 emojis, 0 words)"
7038898906910327553,wala po bang hadouken jan? 😂😂,0.15,Moderate text length - likely genuine
7038900179869188866,cute. tigasin tlga maam sara,0.15,Moderate text length - likely genuine
7038900183455515394,lah sya oh bagay sila🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038900221145023233,SAVE BUTTON PLS..🙏🏿🙏🏿🥺,0.67,"High emoji-to-text ratio (4 emojis, 4 words)"
7038900232465253121,ang cute naman nila!!!!!!!!🥰,0.2,Neutral - no clear amplification indicators
7038900230942982913,the color of Christmas 🎄#BBM/SARAALL,0.15,Moderate text length - likely genuine
7038900251058651906,hahahha ang cute❤💚❤💚,0.67,"High emoji-to-text ratio (4 emojis, 3 words)"
7038900256964821762,cute nla parang barkada lng,0.15,Moderate text length - likely genuine
7038900272046801666,parang mag kaklase lang ehh,0.15,Moderate text length - likely genuine
7038900275117146881,grabi tinalo ang bts at sb 19😁,0.15,Moderate text length - likely genuine
7038900284504310529,🥰,0.3,Only emojis (1) no text
7038900290174796545,"BBM PRESIDENT 2022 🥰🥰🥰🥰
SARA VICE PRESIDENT 2022",0.2,Neutral - no clear amplification indicators
7038900307002475266,"Parang mga bagets.. Sana pg kaung 2 po manalo, wag masira ang pnagsamahan nyo dahil lng sa pulitika.",0.1,Substantial text - appears genuine
7038898857987883778,sana oll sweet🥰🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (5 emojis, 3 words)"
7038898068381123330,my president and VP ❤️💚✌️👊,0.2,Neutral - no clear amplification indicators
7038900356168712962,Bagay po kayo maging president at vc presedent sana kayo na ang maka fg babago ng ating bansa 🇵🇭 🥰 🥰 🥰 🥰 🥰,0.2,Neutral - no clear amplification indicators
7038900352175506178,goodvibes panoorin c lenii nkaka istress🤣,0.15,Moderate text length - likely genuine
7038900358135694082,🇵🇭🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (6 emojis, 0 words)"
7038897967239611137,Pag sila nakikita napapanood ko kampante ako pag yung lugaw napasok agad sa isip ko ka plastikan sa harap ng camera😂,1.0,"Political attack term: ""lugaw"""
7038900396802769665,🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 0 words)"
7038900405543715586,Godbless po🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038897910339814146,BBM SARA💯❤️,0.2,Neutral - no clear amplification indicators
7038900415370609410,Grabe ang cute nila… our future President and Vice President ✌️👊 #BBM&SARA,0.8,"Emotional manipulation: ""grabe"""
7038900426536239874,magAndang simula para sa bayan🥰🥰,0.15,Moderate text length - likely genuine
7038900439555261185,🥰🥰🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (6 emojis, 0 words)"
7038900443145405186,gandang tandem,0.2,Neutral - no clear amplification indicators
7038900443531477762,lab u both✌👊❤💚,0.67,"High emoji-to-text ratio (4 emojis, 3 words)"
7038900458316350210,may chemistry BBM and Sara lang sakalam🥰,0.15,Moderate text length - likely genuine
7038900462103790337,ka cute2😅😅,0.2,Neutral - no clear amplification indicators
7038900460652790530,Go LeniSara🥰,0.2,Neutral - no clear amplification indicators
7038900472723555074,#bbmsarasolid✌️✌️✌️👊👊👊❤️❤️❤️,1.0,High emoji count (9) minimal text
7038900553249833729,sayang hindi masave🥰,0.2,Neutral - no clear amplification indicators
7038900561395335937,cute naman🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 2 words)"
7038900583210009345,ang cuteeeeee😩♥️pops ang kulittt😂,0.2,Neutral - no clear amplification indicators
7038900583448986370,naka smile ako habang pinapanood ko kinikilig ata ako hehe,0.1,Substantial text - appears genuine
7038900590982054657,"kulay ng pasko,, 🥰🥰",0.2,Neutral - no clear amplification indicators
7038900609109639938,❤️💚❤️💚❤️💚❤️💚❤️💚,1.0,Excessive emojis (10) - algorithmic trigger
7038900638260429569,BbmSara.❤❤❤,0.2,Neutral - no clear amplification indicators
7038900642383299330,ang cute nila 🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038899297299038978,lupit,0.2,Neutral - no clear amplification indicators
7038883623839318786,@angelpearldordas such a cutiee,0.2,Neutral - no clear amplification indicators
7038900662130066177,ma'am liza kabahan kana,0.15,Moderate text length - likely genuine
7038900670665376513,sila na ba cute🥰🥰,0.2,Neutral - no clear amplification indicators
7038899409316954881,bakit ayaw ma save 😁,0.2,Neutral - no clear amplification indicators
7038897906338398978,naiyak aq sa tuwa😌,0.2,Neutral - no clear amplification indicators
7038900699815953154,Ooo cila dalwa talo,0.2,Neutral - no clear amplification indicators
7038900707231400705,#sabong🥰😍❤️💚,0.67,"High emoji-to-text ratio (4 emojis, 1 words)"
7038900741527962370,cute nila tignan🥰,0.2,Neutral - no clear amplification indicators
7038900752768582402,"bakit sila magandang tingnan,pag si leni cartoon Ang dating😂😂😂",0.1,Substantial text - appears genuine
7038900757856322306,tawag dyan UNITY,0.2,Neutral - no clear amplification indicators
7038897884561670913,Ganito ang shoot. Hindi yung Kame Hamehahahahahahaha,0.15,Moderate text length - likely genuine
7038900776575501058,💚💚💚💚💚💚,0.67,"High emoji-to-text ratio (6 emojis, 0 words)"
7038900783869641474,aweiii huhuhu🥺🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7038900789435564802,Teenagers be like ❤️💚😍😍😍,0.67,"High emoji-to-text ratio (5 emojis, 4 words)"
7038897877648999169,yan ang tandem ng presidente at bise! hindi ung panay kontra sa pangulo wala namang drug test lol,0.1,Substantial text - appears genuine
7038900856154686210,haha cute😁💚❤✌👊,0.67,"High emoji-to-text ratio (5 emojis, 2 words)"
7038900884251984642,👊👊👊💪❤️✌️✌️✌️,1.0,High emoji count (8) minimal text
7038900891659059970,👊✌️💯,0.2,Neutral - no clear amplification indicators
7038900886819291906,After 2 years nila maupo may iilang pinoy hahanapan sila ng mali,0.1,Substantial text - appears genuine
7038900906037592833,SA-BONG LNG SAKALAM😂,0.2,Neutral - no clear amplification indicators
7038900934327403266,cutieeee😭,0.2,Neutral - no clear amplification indicators
7038900934726173442,uwian na lugaw left the earth hahahha,1.0,"Political attack term: ""lugaw"""
7038900931530310402,Bakit pag BBM-SARA tandem puro positive vibes🥰 #solidBBMSARA💯👍👊❤,0.2,Neutral - no clear amplification indicators
